Title,Date,Views,Likes,Comments,Video_ID,Category,LTV,CTL,Diff
A Guide To The Best Time For Eating Fruit फल खाने के सर्वोत्तम समय के लिए एक मार्गदर्शिका #eating,2024-04-20T12:41:58Z,6,1,0,V8RMgbLlW04,PeopleBlogs,16.66666667,0,424
Android 15's Storage Health Check: A Lifesaver for Your Phone's Performance #technews,2024-04-20T19:00:15Z,511,7,0,cC7wJcocjHE,ScienceTech,1.369863014,0,424
Discover Luxury & Power with the 2021 KIA Telluride EX! #kia #dubai #firstchoicecars,2024-04-19T15:54:28Z,1018,12,0,3Lo8fvMhgkg,AutosVehicles,1.178781925,0,425
Unveiling the 2023 Toyota Hilux GLX: Ultimate Off-Road Adventure. #toyota  #dubai #firstchoicecars,2024-04-19T15:09:14Z,650,16,0,chL16Zp_BIk,AutosVehicles,2.461538462,0,425
||A productive study vlog||A mini study vlog📚✏ 📕|| #study#studyvlog#studywithme#trend #motivation,2024-04-19T17:42:08Z,49,7,0,dvtP4DaMoyQ,Comedy,14.28571429,0,425
Girlfriend  ￼ || SR BARAUDAWALA || Suraj Singh #funny #comedy #youtubeshorts,2024-04-19T16:02:06Z,1202,68,4,TqFzRSY5ZKQ,Comedy,5.657237937,5.882352941,425
Adley & Navey vs BOWSER DAD!!  Mini game battle for stars at Clair's Real Life Mario Party Birthday!,2024-04-19T14:59:36Z,7404405,12285,0,nyS-o1sXsiQ,Entertainment,0.1659147494,0,425
she wants to go on a date 🌹 with MC 🥰 #motivation #manga #trending,2024-04-19T14:15:01Z,5400,304,4,HSL2fwj9Pdk,Entertainment,5.62962963,1.315789474,425
Minecraft Has a Cat Problem!! 🐈,2024-04-19T23:18:57Z,17482,457,25,XgHbFcboSw4,Gaming,2.614117378,5.470459519,425
Need a Note Counting Machine in Aurangabad? We Got You Covered! #shorts 💸#notecountingmachine #viral,2024-04-19T12:30:39Z,9531,110,0,tu2V3PehRCo,HowtoStyle,1.154128633,0,425
Need a Mix Notes Counting Machine in Kota? We Got You Covered! #shorts ✨ #mixnotecountingmachine,2024-04-19T03:30:06Z,13691,131,0,Fs4RGI-dVsw,HowtoStyle,0.956832956,0,425
Let you Help Banana Cat x CatNap pass A Pit Trap of Devil Ragatha?   Piano Tutorial #Funny #shorts,2024-04-19T09:26:05Z,9760,406,3,SRahnn7Qsdk,Music,4.159836066,0.7389162562,425
Such A Cute Pitbull Pup ! #pitbull #dog #shorts,2024-04-19T20:05:18Z,1840,77,3,-k-skkANuwE,PetsAnimals,4.184782609,3.896103896,425
perforar platina acero a 1/2 pulgada #helco,2024-04-18T18:00:34Z,749,13,0,pjHkght_mPw,AutosVehicles,1.73564753,0,426
The Benefits Of Running A Family Business with Kathy Kasten,2024-04-18T14:00:01Z,1,1,0,0YD89ZInvTE,FilmAnimation,100,0,426
Need a Note Counting Machine in Rajkot? We Got You Covered! #shorts ✨ #notecountingmachine #viral,2024-04-18T12:30:11Z,638,9,0,LxuXYrnU2hw,HowtoStyle,1.410658307,0,426
Need a Mix Notes Counting Machine in Jalandhar? We Got You Covered! #shorts ✨ #cashcountingmachine,2024-04-18T03:30:29Z,1609,13,0,v48gmTI8xyk,HowtoStyle,0.8079552517,0,426
A Big Weather Pattern Change Ahead For Next Week,2024-04-18T21:07:35Z,16,0,0,eF9IpE0vEr8,NewsPolitics,0,#DIV/0!,426
UM BICHO ESTRANHO PICOU A MÃO DA LARISSA E ELA CHOROU DE DOR!,2024-04-18T21:43:25Z,1624706,10674,164,WS2qqRq9OtY,PeopleBlogs,0.6569804014,1.536443695,426
Android 15's Upcoming App Quarantine: A Glimpse Into Enhanced Security,2024-04-18T19:15:00Z,131,2,0,IDDc87ERy4U,ScienceTech,1.526717557,0,426
The Easiest Way to Build Websites,2024-04-18T19:08:37Z,962265,56247,1036,OjEg0IBR_ak,ScienceTech,5.845271313,1.841876011,426
DD hit em with a scream !!!! #fortnite #lilmabu #rap,2024-04-18T18:16:03Z,706,7,2,CDpp9FfaSf4,Sports,0.9915014164,28.57142857,426
"Knock-knock, What a car is at the door? Best Stories for kids",2024-04-17T17:18:02Z,75231142,215382,N/A,Fd56fk3bMAw,Entertainment,0.2862936734,#VALUE!,427
Need a Note Counting Machine in Gwalior? We Got You Covered! #shorts ✨ #notecountingmachine #viral,2024-04-17T12:30:15Z,5288,82,0,HMebysCtgMw,HowtoStyle,1.550680787,0,427
Need a Mix Notes Counting Machine in Saharanpur? We Got You Covered! #shorts #mixnotecountingmachine,2024-04-17T03:30:11Z,9691,91,0,I37-PJPzjPA,HowtoStyle,0.9390155815,0,427
a resenha ewaterpark #holiday #beach #travel @PlanetRecordsCuba,2024-04-17T00:25:30Z,444,9,0,EvpDEhIVo0w,Music,2.027027027,0,427
দুর্ঘটনা ! See what happens to the wheel of the van as a result of the extra load !,2024-04-17T07:12:03Z,17,4,2,IkYxnLLiEoc,NewsPolitics,23.52941176,50,427
Dona Chicha juiga juiga.  𝗩𝗮𝗻 𝗮 𝗽𝗼𝗻𝗲𝗶 una 𝗳𝗲𝗿𝗶𝗮 𝗺𝗲𝗰𝗮́𝗻𝗶𝗰𝗮 enei Conuco Vegano.,2024-04-17T04:38:27Z,9,0,0,Vjup5juiFPM,NewsPolitics,0,#DIV/0!,427
EFREN REYES INTENTIONAL PLAY SAFE OR A CARROM SHOT #shorts #pool #billiards,2024-04-17T08:44:41Z,11445,211,1,GYgwPBwfGTc,Sports,1.843599825,0.4739336493,427
Daal Dedo #funny #comedy #youtubeshorts,2024-04-16T14:51:14Z,1861,74,0,-_ioJOwUrs0,Comedy,3.976356797,0,428
I was a janitor and lived rent-free in the janitors closet. #shorts,2024-04-16T04:30:10Z,8,1,0,OhZDMHXQb4c,Entertainment,12.5,0,428
Need a Note Counting Machine in Raipur? We Got You Covered! #shorts ✨ #notecountingmachine #viral,2024-04-16T12:30:01Z,13018,130,0,3kXWQFXVx48,HowtoStyle,0.9986172991,0,428
How Could i not Have Thought of This before! A cool idea from a plastic container,2024-04-16T11:56:12Z,14481,126,5,m5IZysInTXk,HowtoStyle,0.8701056557,3.968253968,428
Limitless New AI Device Shocks the Entire Industry! (Pendant AI Assistant),2024-04-16T11:10:29Z,469,4,2,x3mRdZ6VVLQ,ScienceTech,0.8528784648,50,428
Coach Lee Interviews AJ Benton: A Georgia State Champion,2024-04-16T13:00:08Z,22,0,0,5LbbK60rQoE,Sports,0,#DIV/0!,428
Como é a PRAIA da JOAQUINA em FLORIANÓPOLIS/SC?,2024-04-16T22:00:19Z,260,17,16,bmNqg64P4Bo,TravelEvents,6.538461538,94.11764706,428
A friend in need is a friend indeed 🫶😇 | BrownWanderers,2024-04-16T13:04:05Z,11106,226,2,rzrTajpaOPU,TravelEvents,2.034936071,0.8849557522,428
Explore the 2022 Kia Sorento EX Top: Luxury and Performance Unveiled! #kia #dubai #firstchoicecars,2024-04-15T10:25:31Z,683,12,0,7M6c6b2SWpY,AutosVehicles,1.756954612,0,429
2020 Toyota Land Cruiser: Ultimate 4WD Single Cabin Pickup #toyota #dubai #firstchoicecars,2024-04-15T07:13:13Z,610,17,0,UBjeNV5EvLk,AutosVehicles,2.786885246,0,429
"Velocipastor, Its a movie",2024-04-15T17:12:37Z,78,3,0,IYhP5Ok0Z4s,Comedy,3.846153846,0,429
29 Bible Verses About Strength in Hard Times | the Lord is My Joy and Strength | 3 Hours,2024-04-15T13:00:08Z,14088,388,29,JjjKNVdQhqE,Education,2.754116979,7.474226804,429
Aぇ! group「《A》BEGINNING」Official Music Video - Streaming Ver. -,2024-04-15T11:30:06Z,12389778,112789,39540,aIXcSB9fSyo,Entertainment,0.9103391522,35.05661013,429
Shaun the Sheep 🐑 Apple Pie? - Cartoons for Kids 🐑 Full Episodes Compilation [1 hour],2024-04-15T08:00:11Z,8916448,24141,0,EOFVnbYKMlI,FilmAnimation,0.2707468265,0,429
I am a comeback bro 😎🥵#trending #ytshorts #viral #shorts,2024-04-15T11:28:17Z,24,5,0,1-RxBfyTIHw,Gaming,20.83333333,0,429
Need a Note Counting Machine in Gorakhpur? We Got You Covered! #shorts ✨ #notecountingmachine,2024-04-15T12:30:41Z,11643,144,0,wHqRxiMYIAY,HowtoStyle,1.236794641,0,429
Need a Mix Cash Counting Machine in Tiruchirappalli? We Got You Covered! #shorts ✨ #cashcounting,2024-04-15T03:30:25Z,5078,50,0,ZlTpTs9-E3I,HowtoStyle,0.9846396219,0,429
Buckethead: The Legend of the KFC Bucket | A Short Video Essay,2024-04-15T22:33:19Z,1085,23,7,Dm_LwQxzLzs,Music,2.119815668,30.43478261,429
"Attitude Revenge Kill With Ace Master Player 😈 | 14 | Samsung,A7,A8,J2,J3,J4,J5,J6,J7,XS,A3,A4,A5",2024-04-15T13:36:09Z,5786,67,1,TMtr3-yF0UE,PeopleBlogs,1.157967508,1.492537313,429
2022 GMC Acadia SLE Review: A Closer Look at Luxury and Performance #gmc  #dubai   #firstchoicecars,2024-04-14T10:17:14Z,1014,8,0,adnKB0mhuBQ,AutosVehicles,0.7889546351,0,430
"A Small Video I Edited For A Friend, Brandon plays Exit 10.",2024-04-14T23:19:32Z,243,2,2,mdMtyhfIvVk,Gaming,0.8230452675,100,430
How to Put a Smiley Face on Your Shield in Minecraft!,2024-04-14T19:44:01Z,28651,1157,24,IMWXnImAgvI,Gaming,4.038253464,2.074330164,430
Need a Mix Notes Counting Machine in Bhubaneswar? We Got You Covered! #shorts ✨ #mixcountingmachine,2024-04-14T03:30:31Z,11234,133,2,zsJ9gg0q0as,HowtoStyle,1.183906,1.503759398,430
𝗔 𝗹𝗮 𝘃𝗲𝗶𝗱𝗮́ que en el 𝗺𝘂𝗻𝗱𝗼 𝗵𝗮𝘆 𝗴𝗲𝗻𝘁𝗲 𝗺𝗮𝗹𝗮 Miren lo que hizo ese degracima,2024-04-14T04:38:11Z,5,0,0,De0anqKkRYU,NewsPolitics,0,#DIV/0!,430
Hacker a Bhanda #FF# Ajju bhau,2024-04-14T04:21:57Z,6970,366,0,5PgSVMe0Olg,PeopleBlogs,5.25107604,0,430
"Trump's critique: ""Biden"" transforms everything into a mess #trump  #usa #biden #election",2024-04-14T04:00:23Z,123,13,0,looZss8fZ2M,PeopleBlogs,10.56910569,0,430
Geometry Dash 2.2: Lobotomy Part 5 (Season 2) but it’s a short | PCA,2024-04-13T21:20:39Z,8582,265,11,Vs47_ihn544,FilmAnimation,3.087858308,4.150943396,431
"A mor kulfi rani chocobaar, MS Melody Band Ampani Kld, 8328894440",2024-04-13T00:30:11Z,260,10,2,EiCQXb84hko,FilmAnimation,3.846153846,20,431
Need a Note Counting Machine in Bareilly? We Got You Covered! #shorts 💸#notecountingmachine,2024-04-13T12:30:38Z,19058,179,0,rGK75B33eAo,HowtoStyle,0.9392381152,0,431
How To Build A Legacy Family Business with Kathy Kasten,2024-04-13T10:38:37Z,19,2,0,6QUmApIBVhU,HowtoStyle,10.52631579,0,431
Need a Mix Notes Counting Machine in Jammu? #shorts ✨ #cashcounting #jammu #trending #viral #India,2024-04-13T02:30:18Z,10921,108,0,MeR8YtupIP0,HowtoStyle,0.9889204285,0,431
iPhone's Underutilized Feature: Back Tap,2024-04-13T19:15:02Z,428,6,2,jiLbhDsnAGk,ScienceTech,1.401869159,33.33333333,431
2023 Nissan Maxima SR Detailed Review: Luxury Sedan  @Nissan #firstchoicecars #dubai #luxury#nissan,2024-04-12T14:26:38Z,34228,756,10,yrV4hocLK30,AutosVehicles,2.208718009,1.322751323,432
A clean Toyota wish on sale-Ready papers-buy and drive-car on offer,2024-04-12T10:20:31Z,706,24,12,HRtcxwEzwQ0,AutosVehicles,3.399433428,50,432
PoolSide ChitChat & Floating Swim in a Foggy Evening,2024-04-12T19:43:05Z,28,1,0,ogL1rjnAVfE,Entertainment,3.571428571,0,432
Careless Whisper - George Michael & A Whisper to Hearts,2024-04-12T19:12:59Z,1104,95,4,SAkfqjT7B3U,Entertainment,8.605072464,4.210526316,432
I Turned a blind eye to my Friend sleeping with a minor. #shorts,2024-04-12T11:00:17Z,3,0,0,LfDVd1dKKzQ,Entertainment,0,#DIV/0!,432
I drove a new car in a rich city😱,2024-04-12T11:35:00Z,144,0,0,yG9efe7W3nw,Gaming,0,#DIV/0!,432
Need a Cash Counting Machine in Solapur? We Got You Covered! #shorts ✨ #cashcountingmachine #solapur,2024-04-12T03:30:02Z,7540,75,0,59bel3Ekvl4,HowtoStyle,0.9946949602,0,432
Need a Note Counting Machine in Guwahati? We Got You Covered! #shorts ✨ #notecountingmachine,2024-04-12T00:30:19Z,11809,107,0,rIx_OApWOkA,HowtoStyle,0.9060885765,0,432
গরম কালে কুকুরের অবস্থা!  I played a little prank with the dog !,2024-04-12T05:45:27Z,25,2,0,ilH3YwRycKA,NewsPolitics,8,0,432
"🎀🍀 A. Durand : First Waltz Op. 83 No.1 듀랑, 퍼스트 왈츠  Pf. Jae-Sun Hwang 🎶🎹💝🦋",2024-04-12T12:54:54Z,229,10,8,Xxk00TSDHKQ,PeopleBlogs,4.366812227,80,432
Apple Under Siege: A Mercenary Spyware Attack,2024-04-12T19:30:06Z,444,4,0,hzE4VPlDVLY,ScienceTech,0.9009009009,0,432
Series  -BBC TRAITORS MOVIE - The Funny Comic Spoof Parody - A Flatulence Fart-Filled Ridden Edition,2024-04-11T15:59:28Z,110,1,0,KnqwrROlz8I,Comedy,0.9090909091,0,433
A letter word || the start with A #shortvideo #viral #aletterword #activity #alphabet,2024-04-11T11:30:21Z,80578243,657905,167,rg6AYsEnaSo,Education,0.8164797041,0.02538360402,433
"A nossa equipe nas ruas realizando trabalhos preventivos, para evitar transtornos das fortes chuvas",2024-04-11T11:54:52Z,54,3,0,6W1Nx4T5kNM,Entertainment,5.555555556,0,433
🫶Love Ya😍🌹 A#shorts #short #prank #trend #viral #phool #gulab #girlreaction #yourubeshorts,2024-04-11T02:47:30Z,618,27,2,0-jor2hakm8,Gaming,4.368932039,7.407407407,433
Need a Note Counting Machine in Moradabad? We Got You Covered! #shorts ✨ #notecountingmachine,2024-04-11T12:30:28Z,21253,217,0,TL34HYAH_FI,HowtoStyle,1.021032325,0,433
"THE MOST POWERFUL FREQUENCY OF GOD 963 HZ || WEALTH, HEALTH, MIRACLES WILL COME INTO YOUR LIFE",2024-04-11T14:57:13Z,3808152,58035,0,rLwvydT2eSs,Music,1.523967531,0,433
Do you think Pomni deserve to pass Challenge Build a Queen Run? Piano Tutorial #funny #shorts,2024-04-11T14:00:06Z,1078062,23385,0,M7pUVUg7h98,Music,2.169170233,0,433
#1164: Prefeitura amplia para faixa etária de 10 a 14 anos cadastro de vacinação contra a dengue,2024-04-11T15:50:28Z,42,2,1,Q6uQiqku1cc,NewsPolitics,4.761904762,50,433
Garo shayari || kasa.a ne kode tola ne WhatsApp status 😥😥😥😥,2024-04-11T01:00:07Z,45,17,14,wtnosAbXc5g,PeopleBlogs,37.77777778,82.35294118,433
"PODCAST EN VIVO , CHIVAS PIERDE A ESTE JUGADOR , NAHUEL BUSTOS A MEXICO",2024-04-11T19:12:18Z,169,2,0,pLD_hRpUc10,Sports,1.183431953,0,433
Making An INSANE Indian Scammer RAGE! - (HILARIOUS ANGRY SCAMMER RAGES),2024-04-10T17:45:02Z,1047,34,6,ZvFqzpcFHYs,Comedy,3.247373448,17.64705882,434
"Lia, ChaCha e A Família dos Dedos | Compilação | LiaChaCha em Português - Músicas Infantis",2024-04-10T13:00:22Z,21973207,37108,0,T8NLSSmJcoI,Education,0.1688783981,0,434
Was this a goal? #roblox #touchfootball #football #w #relaxedsong #post #goal #shprts,2024-04-10T12:32:49Z,542,17,8,9_svP5Sead4,Gaming,3.136531365,47.05882353,434
Need a Mix Value Counting Machine in Mathura? We Got You Covered! #shorts ✨ #cashcountingmachine,2024-04-10T04:30:16Z,6571,102,0,_hN-8SjWQU0,HowtoStyle,1.552275148,0,434
A-Lin - A Kind of Sorrow 有一種悲傷 / THE FIRST TAKE,2024-04-10T13:00:07Z,2841957,98377,2862,ZqbjJa4UWBY,Music,3.461593543,2.909216585,434
Who will pass a test of Rich Pomni to become Rich or Poor? | Piano Tutorial | Funny Cartoon #shorts,2024-04-10T09:40:51Z,11373,255,2,Pv93IsyYtus,Music,2.242152466,0.7843137255,434
The seven-year-old boy named 64 districts in 45 seconds ! A very surprising event !,2024-04-10T17:01:52Z,35,6,7,oXztsqjp-xw,NewsPolitics,17.14285714,116.6666667,434
alvida a Mahe romja,2024-04-10T11:09:54Z,12,6,6,U4NhnyDve4g,PeopleBlogs,50,100,434
Figure 01 Robot Performs Tasks & Holds Conversation,2024-04-10T04:30:18Z,1168,31,2,bCdil5-DaV0,ScienceTech,2.654109589,6.451612903,434
Unraveling the Mystery: Can You Solve This Travel Riddle?,2024-04-10T14:00:45Z,0,0,0,y_i3T9YJqHk,TravelEvents,#DIV/0!,#DIV/0!,434
Unraveling the Mystery: Can You Solve This Travel Riddle?,2024-04-10T14:00:37Z,0,0,0,oExvZvHU7zk,TravelEvents,#DIV/0!,#DIV/0!,434
Discover the 2022 Citroen C3 Aircross 検 #citroen #dubai #firstchoicecars,2024-04-09T08:13:36Z,1058,10,0,-FDFoltw8Yc,AutosVehicles,0.9451795841,0,435
Doing a Kickflip on a Longboard? #skateboarding #shorts #kickflip #flip #longboard,2024-04-09T23:35:01Z,106,6,N/A,8_y13eW-1fw,Comedy,5.660377358,#VALUE!,435
How to Make a Teleport Item in MInecraft,2024-04-09T17:21:56Z,26123,653,215,XD7xOJzwrdQ,Gaming,2.499712897,32.92496172,435
Need a Mix Cash Counting Machine with Fake Note Detector in Mathura? We Got You Covered! #shorts,2024-04-09T14:30:19Z,7462,84,0,uJclu7JaNEQ,HowtoStyle,1.125703565,0,435
Ai Hát Bài Này Hay Nhất? | Hà Tĩnh Quê Ơi - A Páo & Vân Anh & Lê Ngọc Thúy,2024-04-09T11:00:07Z,5821779,13442,1764,7zw3AeCk2CM,Music,0.2308916226,13.12304717,435
"A Little Lizard Awakens  ( A LITTLE  YOUTUBE UPLOAD  720p ) 9,4,2024",2024-04-09T01:22:47Z,43,0,1,PA9gHBmP7ks,Music,0,#DIV/0!,435
The Swallows sang or not anymore? An example of refurbishing a house with House Martin nests in it,2024-04-09T21:56:13Z,4,0,0,xe8euYU5bKE,ScienceTech,0,#DIV/0!,435
After a long Time 💯🔥🔥#shorts,2024-04-09T14:21:58Z,1661,16,0,s8R-5WwLGhQ,Sports,0.9632751355,0,435
"AMERICA YA CONTACTO A THIAGO ALCANTARA , ALEXIS VEGA Y SU RESURGIR",2024-04-09T02:49:06Z,1420,1,0,zDv31otTcZc,Sports,0.07042253521,0,435
Unraveling the Mystery: Can You Solve This Travel Riddle?,2024-04-09T02:00:17Z,0,0,0,iS9OH_WGjB8,TravelEvents,#DIV/0!,#DIV/0!,435
2017 Opel Mokka X Turbo Review: The Ultimate Affordable Luxury. #opel #dubai #firstchoicecars,2024-04-08T08:51:57Z,3058,29,0,v3yXlZXJHZw,AutosVehicles,0.9483322433,0,436
A DIL HAI MUSHKIL 😔 | SAD SONG |,2024-04-08T15:14:08Z,5,0,0,W2PMEtpoPSI,Comedy,0,#DIV/0!,436
Going on a Bear Hunt | Brain Break | Bear Hunt Song for Kids,2024-04-08T12:16:38Z,3760104,1068,0,Dgc7ePoeDj0,Education,0.02840346969,0,436
💥¡¡ROBAMOS A VICTOR Y NOS LO LLEVAMOS DE PASEO!!DEAD BY DAYLIGHT💥#dbd #shorts,2024-04-08T21:36:14Z,436,15,0,GYJofP3lDcY,Gaming,3.440366972,0,436
Need a Mix Currency Counting Machine in Delhi? We Help! #shorts ✨ #mixcurrencycountingmachine,2024-04-08T12:30:25Z,11580,110,0,rSt8TyeEhf0,HowtoStyle,0.9499136442,0,436
Meditação canalizada -  A consciência do Leão- Coragem .#shorts,2024-04-08T01:05:15Z,22,2,0,fAeuFddYGN8,NonprofitsActivism,9.090909091,0,436
Unraveling the Mystery: Can You Solve This Travel Riddle?,2024-04-08T14:00:25Z,0,0,0,O7IW8gaJRu4,TravelEvents,#DIV/0!,#DIV/0!,436
Unraveling the Mystery: Can You Solve This Travel Riddle?,2024-04-08T02:00:20Z,0,0,0,uD2j1yWCNEw,TravelEvents,#DIV/0!,#DIV/0!,436
2019 Toyota Prado VXR: A Blend of Luxury and Adventure #toyota #dubai #firstchoicecars,2024-04-07T08:19:53Z,820,17,0,kECDn7da9FA,AutosVehicles,2.073170732,0,437
meter bujes a puntas eje delantero ford cargo 1721 #helco,2024-04-07T06:00:04Z,916,20,0,4Z0vC1pQOTU,AutosVehicles,2.183406114,0,437
"Can Bebek, Aquapark'a Gidiyoruz 🌊 Eğlenceli ve Öğretici Çocuk Şarkıları | Little Angel Türkçe",2024-04-07T12:00:51Z,1651112,3291,0,yRkLWCBM0pY,Entertainment,0.1993202157,0,437
Aprende a ir al baño Familia Miliki Parte 3 #Shorts #YouTubeKids #KidsSongs #CancionesInfantiles,2024-04-07T16:00:47Z,67122713,923511,0,yMT52y45lxA,FilmAnimation,1.375854698,0,437
I'm in a field of dandelions,2024-04-07T08:31:51Z,3686,229,30,waqdTMLqYEg,FilmAnimation,6.21269669,13.10043668,437
How to Make a Kill / Death Counter in Minecraft,2024-04-07T13:30:16Z,73939,1509,776,NdZra6lCR-g,Gaming,2.040871529,51.42478463,437
【100均(500円商品)】ダイソーマニアが感激！おもしろおもちゃドラムセットがすごい【DAISO】#shorts,2024-04-07T00:43:50Z,86500,1586,34,Kll4ArfUz_I,HowtoStyle,1.833526012,2.143757881,437
Last Sunday of select going deep for a stand up triple #girlssoftball #softball #select #10u,2024-04-07T22:33:58Z,545,8,0,EDQUDCE3vKc,Sports,1.467889908,0,437
2023 Nissan Patrol Super Safari: The Epitome of Power and Elegance #nissan #dubai #firstchoicecars,2024-04-06T10:36:00Z,22030,682,7,VW1BUdzMGsE,AutosVehicles,3.095778484,1.026392962,438
This ain't Teksas - The Sims 4 #shorts,2024-04-06T07:37:58Z,432,20,0,x77GaYQ--fE,Gaming,4.62962963,0,438
【SCHEDULE ROOM!】check the schedule for the week and hang out~ (not a stream!!),2024-04-06T04:12:33Z,0,2582,0,QW4zMJgYw_E,Gaming,#DIV/0!,0,438
What is ENCODER ? How to construct a 4*2 encoder,2024-04-06T09:15:09Z,27,4,0,8Ximc8wPDG0,PeopleBlogs,14.81481481,0,438
"JJ MACIAS YA PLANEA REGRESO A LEON Y DEJAR A CHIVAS , FERNANDO HIERRO CERCA DE MARCHARSE",2024-04-06T02:11:24Z,310,0,0,T81ZfHR8LyQ,Sports,0,#DIV/0!,438
no sé olvida a quien se ama #frasesdeamor💕 #redactar #locutor #temas #frases #entretenimiento #tende,2024-04-05T00:01:11Z,130,5,0,8wzEg-ZG7xo,Entertainment,3.846153846,0,439
how to build a house in Minecraft survival 😱,2024-04-05T02:17:58Z,91,3,0,v9Sfj9N9KG8,Gaming,3.296703297,0,439
Need a Paper Ream Cutter? We Got You Covered! #Shorts ✨#PaperReamCutter #PaperCutter #PaperTrimmer,2024-04-05T14:00:45Z,652,17,0,wfAUKX2m-jM,HowtoStyle,2.607361963,0,439
Unbelievable event ! He lights a cigarette and exhales through his mouth through his neck!,2024-04-05T09:13:51Z,8,4,2,a5LEp00ZqiA,NewsPolitics,50,50,439
What is a Multiplexer (MUX) in digital Electronics😊,2024-04-05T00:47:11Z,26,5,0,MJ-DMk4OmvY,PeopleBlogs,19.23076923,0,439
A cell phone in the gym caught fire,2024-04-05T23:57:14Z,169,2,0,uLlhD0wuqfI,Sports,1.183431953,0,439
2018 Toyota Land Cruiser EXR 4.6L V8 A Glimpse of Power #landcruiser #dubai #firstchoicecars,2024-04-04T07:43:52Z,628,18,0,Mfw0k8c_5i0,AutosVehicles,2.866242038,0,440
Por que o balão de ar quente sobe? A resposta é pura física! 🎈🔥 #shorts,2024-04-04T21:32:47Z,43079,930,40,G3z5NH0o_SI,Education,2.158824485,4.301075269,440
When You Look Like Julia Roberts  A Nickelodeon Star's Family Ties #CelebrityLookalike,2024-04-04T16:00:41Z,6698070,57924,573,nWVpobWA2Hg,Entertainment,0.8647864236,0.9892272633,440
🦝Ultra Magnus is an awesome character but he’s also a repaint of Optimus Prime-(#shorts)🦝,2024-04-04T11:33:12Z,19063,610,38,WJbPZK5n1lY,Gaming,3.199916068,6.229508197,440
I got a statue when I finished the game 😱  || part 6,2024-04-04T11:30:11Z,68,0,0,LksQDPTplgU,Gaming,0,#DIV/0!,440
Need a Paper Shredder Machine Dealers in Delhi? We Got You Covered! #shorts 📇📃 #papershreddermachine,2024-04-04T04:00:20Z,1213,21,1,Yjti8Hz8tGs,HowtoStyle,1.731244847,4.761904762,440
Esse COMCELHO vai MUDAR a SUA VIDA a ESCOLHA É SUA,2024-04-04T03:00:02Z,96,16,61,5e7i2-XuCxo,NonprofitsActivism,16.66666667,381.25,440
jack ma's vision for the future,2024-04-04T04:30:30Z,821,21,0,t7mxTRTOVfI,ScienceTech,2.557856273,0,440
The OG gira hua banda 😎💥 | BrownWanderers,2024-04-04T15:45:25Z,7450,314,2,64ZvesSU7dY,TravelEvents,4.214765101,0.6369426752,440
2020 Hyundai Accent GL  A Closer Look at Compact Perfection. #hyundai #dubai #firstchoicecars,2024-04-03T08:54:14Z,2643,41,0,UCTYyT481MU,AutosVehicles,1.551267499,0,441
Adley & Navey DESiGN A SiMS HOUSE 🏡 Ultimate Baby Toy Room & Duck Pool! Adleys first build in sims,2024-04-03T15:00:27Z,1801704,4055,673,UZtFWvKOwN0,Entertainment,0.2250647165,16.59679408,441
A vogal A com a Dedê Defesa e Turma da Bola,2024-04-03T12:25:45Z,3746,107,0,N2j4LrvG0HY,Music,2.856380139,0,441
We buy a Pastel Brushpen#shortvideo #like and subscribe our video 🤗,2024-04-03T16:19:35Z,21,0,N/A,Vrn58FU4Lho,PeopleBlogs,0,#VALUE!,441
Unzipping the Linux Backdoor: A 60-Second Tech Byte,2024-04-03T19:00:09Z,618,12,0,P4WCVfBiCKc,ScienceTech,1.941747573,0,441
Sedna: a mysterious world at the Edge of Our Solar System #space #spacescience #science,2024-04-03T06:06:56Z,2140,40,5,FWev-iD9kmg,ScienceTech,1.869158879,12.5,441
2018 Porsche Cayenne: Unleashing Power and Elegance #porsche #dubai #firstchoicecars,2024-04-02T06:54:56Z,528,15,0,RR_WqZNDfS0,AutosVehicles,2.840909091,0,442
Join Us for a Transformative Sermon Series on the Life of Joseph,2024-04-02T17:46:52Z,43,5,0,Rcm1Pjt1Ws0,NonprofitsActivism,11.62790698,0,442
Hidden Gem😍 | A Beautiful 🌊Beach Vlog |Pre Wedding Shoot At Beach 🏝️|❤️Dr.Divyasri Aravind Vlogs,2024-04-02T02:30:25Z,1764,61,10,VITbYzPNSI8,PeopleBlogs,3.458049887,16.39344262,442
Letter A Is Huge! | Fun ABC Song for Kids | English Tree TV,2024-04-01T09:00:24Z,9461289,6601,N/A,IknmQrwipe4,Education,0.06976850617,#VALUE!,443
"COREYISCHOSEN - ""DAVID!"" (Slowed + Reverb) - (Christian Remix) Lil Yachty & A$AP Ferg ~ Terminator",2024-04-01T23:37:05Z,8,2,0,7VNIwoh_uWg,Gaming,25,0,443
"COREYISCHOSEN - ""EVIL!"" (Slowed + Reverb) (Christian Remix) XXXTENTACION ~ A GHETTO CHRISTMAS CAROL",2024-04-01T23:36:10Z,25,2,0,R-kUMwxiBy0,Gaming,8,0,443
Minecraft BUT Everything is a Potato!! 🥔,2024-04-01T20:31:33Z,12393,404,13,Di5r9C_nA0w,Gaming,3.259904785,3.217821782,443
"COREYISCHOSEN - ""H.E.A.V.E.N."" (Sped Up + Reverb) - (Christian Remix) A$AP Mob ~ RAF",2024-04-01T02:08:22Z,8,3,1,QVAV-f1AQUk,Gaming,37.5,33.33333333,443
