Title,Date,Views,Likes,Comments,Video_ID,Category,Extracted: ,LTV,CTL,Diff
2023 GMC Terrain Denali: A Glimpse of Elegance #gmc #dubai #firstchoicecars,2024-03-28T09:27:37Z,213,10,0,M2N_SVNHVIw,AutosVehicles,,4.694835681,0,447
2023 Mitsubishi Attrage GLS: Elegance Meets Efficiency #mitsubishiattrage #dubai #firstchoicecars,2024-03-26T05:45:40Z,10156,88,0,osMn0ARaPd0,AutosVehicles,,0.8664828673,0,449
2021 Toyota Prado GXR: The Ultimate Adventure SUV Unveiled!  #toyota #dubai #firstchoicecars,2024-03-24T09:01:50Z,509,7,0,gKF38SQc6eE,AutosVehicles,,1.37524558,0,451
Conquer the Road: 2018 Ford F150 Raptor Crew Cab in Action #fordraptor #dubai #firstchoicecars,2024-03-23T07:14:56Z,546,13,0,lJpjPTA3r80,AutosVehicles,,2.380952381,0,452
2023 GAC GN8 GL: Defining Luxury and Comfort #gacgn8 #dubai #firstchoicecars,2024-03-21T09:55:02Z,758,8,0,U5SXzgFxu8U,AutosVehicles,,1.055408971,0,454
2023 Mitsubishi Attrage GLS: Ultimate Family Adventure Companion #attrage #dubai #firstchoicecars,2024-03-18T08:41:05Z,1934,20,0,8AFnJM0-gIs,AutosVehicles,,1.034126163,0,457
Dive into the Elegance of 2020 Prado EXR: A Snapshot Review 検 #toyotaprado #dubai #firstchoicecars,2024-03-17T08:09:06Z,541,9,2,8fMLZ4inaE4,AutosVehicles,,1.663585952,22.22222222,458
2022 Ford Taurus Titanium: A Symphony of Elegance and Technology,2024-03-13T08:00:31Z,1303,26,1,wJT4lXzHEjE,AutosVehicles,,1.995395242,3.846153846,462
pintura a cabina chevrolet C70 #helco,2024-03-12T22:43:46Z,429,6,0,3G3BN6hZ5zk,AutosVehicles,,1.398601399,0,463
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
￼￼ Hamse Panga |Range Rover| #srbaraudawala #funny #comedy #ytshorts #couplegoals #trendingshorts,2024-05-14T02:13:25Z,10523,404,0,p8fKLJgCzXU,Comedy,,3.839209351,0,400
Rolling 🐈😺 Cat |||.SR BARAUDAWALA ￼funny #comedy #2024 #trendingshorts #youtubeshorts#couplegoals,2024-05-12T03:35:21Z,8802,145,2,EvLnwI_Tzxo,Comedy,,1.647352874,1.379310345,402
￼￼ Ye Kya Hai 🤪😂#funny #comedy #2024 #trendingshorts #viral #vira #couplegoals,2024-05-11T03:52:30Z,8393,161,3,0I0Yb3FaWyk,Comedy,,1.918265221,1.863354037,403
My girlfriend came to my house for the first time #viral #trending #funny #shorts,2024-05-05T12:00:08Z,10,0,0,pgNqj1i0p6Y,Comedy,,0,#DIV/0!,409
The Great Father Cat Rescues His Kitten from a Vicious Shark.  #cat  #viral  #catstory,2024-05-03T22:55:15Z,2722154,46059,72,kSvoqqCfywU,Comedy,,1.692005669,0.1563212401,411
when there is a son and when there is no son #viral #trending #funny #love #shorts,2024-04-28T20:51:56Z,9,0,0,3B_YDxZRdqg,Comedy,,0,#DIV/0!,416
#comedy The hostile person in front of me didn't know that! #viral #trending #funny #love #shorts,2024-04-28T03:26:30Z,4,1,0,B6EWhKolffY,Comedy,,25,0,416
memes from the internet 21,2024-04-27T01:30:00Z,32408,1345,9,QiEkhpn47yo,Comedy,,4.150209825,0.6691449814,417
Watch❤️Created a new funny😂video and enjoy🥰#Abdul_Ghafoor#Muhammad_Shakoor,2024-04-26T11:10:42Z,55,12,0,k1jTurEzqQ8,Comedy,,21.81818182,0,418
Don't miss the end #lion #lionhub #shorts #comedy #funny #viral,2024-04-25T01:50:41Z,18,0,0,ECEhgmrpi6s,Comedy,,0,#DIV/0!,419
Oko Lele 🔴 All Best Episodes in a row 🔴 LIVE — CGI animated short,2024-04-24T06:50:46Z,7314693,28085,517,IZUaC0PSNQM,Comedy,,0.3839532295,1.840840306,420
"does anyone know what this is??? be it's not the prettiest looking thing, but maybe it has a great",2024-04-23T02:47:42Z,7165,169,8,DrycwFPC5OI,Comedy,,2.358688067,4.733727811,421
Wishing you a lifetime filled with joy and happiness together! #happymarriedlife,2024-04-22T14:45:58Z,1071,23,2,nC-xr1uNWJk,Comedy,,2.147525677,8.695652174,422
आप मैनेजर के आदमी हो#shortvidio #trending #funny #comedy #,2024-04-22T02:54:58Z,302,12,0,ymWg1ASMW-A,Comedy,,3.973509934,0,422
Sir Kitty Endures Goat Blubbering ASMR Like a True Gentleman #ASMR #sirkitty,2024-04-21T20:07:49Z,19,1,0,iYn0GDCZDwk,Comedy,,5.263157895,0,423
#comedy She has been bitter at you for a long time #viral #funny #love #viralvideo #drama #shorts,2024-04-21T14:39:16Z,91,8,0,m_Mq6hAIP5M,Comedy,,8.791208791,0,423
||A productive study vlog||A mini study vlog📚✏ 📕|| #study#studyvlog#studywithme#trend #motivation,2024-04-20T23:18:27Z,404,14,4,z9TOQrFuYOA,Comedy,,3.465346535,28.57142857,424
#comedydon't underestimate The power of alian Attitude air force flying officer #viral,2024-04-20T12:31:49Z,23,3,0,c4hIRVzmsrM,Comedy,,13.04347826,0,424
||A productive study vlog||A mini study vlog📚✏ 📕|| #study#studyvlog#studywithme#trend #motivation,2024-04-19T17:42:08Z,49,7,0,dvtP4DaMoyQ,Comedy,,14.28571429,0,425
Girlfriend  ￼ || SR BARAUDAWALA || Suraj Singh #funny #comedy #youtubeshorts,2024-04-19T16:02:06Z,1202,68,4,TqFzRSY5ZKQ,Comedy,,5.657237937,5.882352941,425
Daal Dedo #funny #comedy #youtubeshorts,2024-04-16T14:51:14Z,1861,74,0,-_ioJOwUrs0,Comedy,,3.976356797,0,428
"Velocipastor, Its a movie",2024-04-15T17:12:37Z,78,3,0,IYhP5Ok0Z4s,Comedy,,3.846153846,0,429
Series  -BBC TRAITORS MOVIE - The Funny Comic Spoof Parody - A Flatulence Fart-Filled Ridden Edition,2024-04-11T15:59:28Z,110,1,0,KnqwrROlz8I,Comedy,,0.9090909091,0,433
Making An INSANE Indian Scammer RAGE! - (HILARIOUS ANGRY SCAMMER RAGES),2024-04-10T17:45:02Z,1047,34,6,ZvFqzpcFHYs,Comedy,,3.247373448,17.64705882,434
Doing a Kickflip on a Longboard? #skateboarding #shorts #kickflip #flip #longboard,2024-04-09T23:35:01Z,106,6,N/A,8_y13eW-1fw,Comedy,,5.660377358,#VALUE!,435
A DIL HAI MUSHKIL 😔 | SAD SONG |,2024-04-08T15:14:08Z,5,0,0,W2PMEtpoPSI,Comedy,,0,#DIV/0!,436
It’s obviously a joke I love mm2  but there is a lot wrong with it,2024-03-31T12:50:22Z,922,29,3,hON3h33vD_8,Comedy,,3.145336226,10.34482759,444
"Mega Shark VS Giant Octopus, A Mega flop",2024-03-28T17:24:24Z,364,16,8,ln3Tfm0Il7o,Comedy,,4.395604396,50,447
Nagin🐍||SR BARAUDAWALA #funny #comedy #youtubeshorts #viral#trendin#short,2024-03-25T14:50:01Z,8525,193,0,Faer3LxV9k0,Comedy,,2.263929619,0,450
I am having a romantic conversation with my friend. #comedy,2024-03-22T18:05:01Z,309,11,0,QNWxh-cmJ-Q,Comedy,,3.55987055,0,453
🤣🤣Madam ji #funny #comedy #viral#trending#youtubeshorts,2024-03-22T01:08:52Z,4951,135,0,R9wcKFZFTBQ,Comedy,,2.726721874,0,453
dark speaker man and plunger man legendary,2024-03-09T14:04:14Z,5664,428,14,JiMnz-7SxzU,Comedy,,7.556497175,3.271028037,466
A story  Husband wife Funny video 🤣 #shorts #ytshorts @bayduluon #funny,2024-03-09T04:28:55Z,4,4,0,W4kljh6OT5g,Comedy,,100,0,466
CONFRONTING a REAL INDIAN SCAMMER on SKYPE! - (EXPOSING A SCAMMER'S FACE),2024-03-04T02:13:05Z,1074,44,18,ynimm70SIMc,Comedy,,4.096834264,40.90909091,471
Ruining A VERY Stupid Tech Support Scammers Day!,2024-02-26T06:29:04Z,621,30,8,9zzSTVrWyoc,Comedy,,4.830917874,26.66666667,478
memes from the internet 20,2024-02-19T16:14:41Z,27283,1102,25,HIkOJQc8OdI,Comedy,,4.039145255,2.268602541,485
Memes from the internet 19,2024-02-14T00:32:35Z,40872,2915,27,RCRGI1xyj98,Comedy,,7.132021922,0.9262435678,490
amiron ka dance A hamara dance #nicesong #dance #funny,2024-02-12T10:40:22Z,206,18,0,VKq-TojnXnY,Comedy,,8.737864078,0,492
a ver si funciona 🤔.,2024-01-30T20:49:28Z,2467,101,7,yPXd9FmO7Y0,Comedy,,4.094041346,6.930693069,505
"Si, soy hacker, pero no le digan a nadie 🤫.",2024-01-30T00:31:38Z,9999,919,10,teDBJ_D5uy8,Comedy,,9.190919092,1.088139282,505
When a robber asks me to give everything I got #comedy #dance #shorts,2024-01-22T15:56:59Z,657,11,0,vpFLAXwojSE,Comedy,,1.674277017,0,513
How getting your kid in into a good school feels #comedy #relatable #youtubeshorts,2024-01-19T23:00:00Z,31,0,0,0HY2Gc2xpco,Comedy,,0,#DIV/0!,516
If Leonardo DiCaprio was a battle rapper Ib: tonystatovci #comedy #youtubeshorts,2024-01-17T18:00:06Z,2968,48,0,DZWZdYInG8Q,Comedy,,1.617250674,0,518
trolleo a movistar xd #humor #memesrandom #memes,2024-01-15T23:00:26Z,5475,339,16,n3Oz3IZ-08s,Comedy,,6.191780822,4.719764012,520
POV: that one older guy goes for a neighborhood stroll #comedy #shorts #relatable,2024-01-14T17:43:34Z,2868,18,1,94SSjk8HWxg,Comedy,,0.6276150628,5.555555556,521
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
A razão pela qual muitas pessoas NÃO VÃO para o céu! bênçãos #angel #mensagensanjos,2024-05-15T15:00:49Z,518,19,1,qqxtOnRgwYo,Education,,3.667953668,5.263157895,399
PAÍSES COM A LETRA 'A' 🌍✨#shorts,2024-05-15T14:58:50Z,98,19,1,nu5xueg2r0c,Education,,19.3877551,5.263157895,399
Dr Manohar Re Class 10th Math Prashnavali 1(A) Part 2 | डॉ मनोहर रे कक्षा 10 Math solution,2024-05-15T09:30:18Z,142,8,1,eGuUMAxzhBI,Education,,5.633802817,12.5,399
Attitude be like a tunder,2024-05-14T02:28:46Z,17142,638,7,PXX7Wpa61bI,Education,,3.721852759,1.097178683,400
Alice and Baby doll doing shopping in the supermarket,2024-05-11T06:00:04Z,16863008,23863,0,8iWNa1s1ZXQ,Education,,0.1415109333,0,403
Como solucionar una ecuacion exponencial x elevada a la x💪Ecuacion exponencial resuelta en un minuto,2024-05-10T17:00:06Z,1388,45,5,yqTIM8ZAEP4,Education,,3.242074928,11.11111111,404
अश्लेषा नक्षत्र में जन्म लेने वाले जातक का स्वभाव | #shiv #vastu #viral #growth @ASTROPUNEETGURUJI,2024-05-10T13:00:42Z,71,8,1,e18ICt6Zt1o,Education,,11.26760563,12.5,404
MINA TERRESTRE SEGUNDA GUERRA MUNDIAL  #curiosidades #SHORTS,2024-05-08T12:01:55Z,26266,691,2,HjemS9GBfs8,Education,,2.630777431,0.2894356006,406
How my Advice as a Young Adult helped someone,2024-05-05T23:14:02Z,1090,15,2,MnhULOJsmt4,Education,,1.376146789,13.33333333,409
"One two three, 1 to 100 counting, ABCD, A for Apple, 123 Numbers, learn to count, Alphabet a to z",2024-05-05T12:00:24Z,15983981,45950,N/A,WtR7sO01zsw,Education,,0.2874753167,#VALUE!,409
Make the remake of a bigger my pattern 18,2024-05-05T04:00:10Z,63,2,1,Ko2zaET-AVo,Education,,3.174603175,50,409
¿A Quién se le Escapó el Popó?  | Yes! Neo | Canciones Infantiles | BabyBus en Español,2024-05-04T13:30:22Z,11390483,11702,0,rD8UzaNjL1k,Education,,0.1027348884,0,410
#shorts#shortsvideo#shortsfeed#shortswars#shortsviral#shortsanimation#shortsanime,2024-05-01T23:22:22Z,70,2,0,MinJ_fA1Zcc,Education,,2.857142857,0,413
धनिष्ठा नक्षत्र में जन्म लेने वाले जातक का स्वभाव। #viral #shorts #shortvidio@ASTROPUNEETGURUJI,2024-04-29T12:30:33Z,131,10,3,iaQ3J9UH1rU,Education,,7.633587786,30,415
7 Reasons Swordfish Doesn’t Work,2024-04-29T11:30:30Z,2008,72,6,db4I6pRhDW4,Education,,3.585657371,8.333333333,415
Where To Buy Health Insurance For Maximum Benefits ? The Real Picture ! #insuranceimpact #hindi,2024-04-28T04:30:13Z,76728,1945,331,eBBmIEG3V-o,Education,,2.534928579,17.01799486,416
Computer Ports Explained: A Beginner's Guide to Connectors | Uttam Tech Hindi,2024-04-28T02:30:30Z,4,1,1,gFFNbTNrOWA,Education,,25,100,416
Would you everyday carry a standard or custom Glock ? #legallydangerous #Glock,2024-04-27T22:01:06Z,4857,195,21,-TYuOvZ0ueE,Education,,4.014823965,10.76923077,417
Computer Basics: Inside Your Computer | A Beginner's Guide | Uttam Tech Hindi,2024-04-27T14:30:08Z,9,4,1,Od5Q9AVKRMU,Education,,44.44444444,25,417
"SÃO PAULO, PALMEIRAS, CORINTHIANS E SANTOS: A CORRIDA RUMO À GLÓRIA - QUEM CHEGOU AO TOPO PRIMEIRO?",2024-04-26T21:51:22Z,207,17,2,nNkbJQHh9ZY,Education,,8.212560386,11.76470588,418
A DANÇA DAS MÁQUINAS: QUANDO A TECNOLOGIA ENCONTRA A ARTE #tecnologia #arte,2024-04-26T17:06:14Z,849,38,0,rXyVmtZTtxo,Education,,4.475853946,0,418
Secrets of Magha Nakshatra | #shorts #viralvideo #viralshorts #bhakti #growth,2024-04-26T12:00:53Z,98,10,2,sUSfjJtZP0E,Education,,10.20408163,20,418
Positioning Your Business for the Future with IP and AI ft. Paige Hulse | Lead with Excellence - 009,2024-04-24T20:09:07Z,21,3,3,UDVUInYwAA8,Education,,14.28571429,100,420
CINCO MOTIVOS PELOS QUAIS A INTELIGÊNCIA ARTIFICIAL PODE SER PREJUDICIAL PARA A HUMANIDADE #shorts,2024-04-24T19:30:34Z,487,36,0,WiDIDd0agtM,Education,,7.392197125,0,420
A REVOLUÇÃO DA INTELIGÊNCIA ARTIFICIAL DESCOBRINDO O FUTURO.,2024-04-23T22:42:54Z,111,22,1,IUt1puCdMVM,Education,,19.81981982,4.545454545,421
LOS MEDIOS DE COMUNICACIÓN//Un Viaje A Través Del Tiempo,2024-04-21T23:53:25Z,23,1,0,5UXwC0f-f4o,Education,,4.347826087,0,423
29 Bible Verses About Strength in Hard Times | the Lord is My Joy and Strength | 3 Hours,2024-04-15T13:00:08Z,14088,388,29,JjjKNVdQhqE,Education,,2.754116979,7.474226804,429
A letter word || the start with A #shortvideo #viral #aletterword #activity #alphabet,2024-04-11T11:30:21Z,80578243,657905,167,rg6AYsEnaSo,Education,,0.8164797041,0.02538360402,433
"Lia, ChaCha e A Família dos Dedos | Compilação | LiaChaCha em Português - Músicas Infantis",2024-04-10T13:00:22Z,21973207,37108,0,T8NLSSmJcoI,Education,,0.1688783981,0,434
Going on a Bear Hunt | Brain Break | Bear Hunt Song for Kids,2024-04-08T12:16:38Z,3760104,1068,0,Dgc7ePoeDj0,Education,,0.02840346969,0,436
Por que o balão de ar quente sobe? A resposta é pura física! 🎈🔥 #shorts,2024-04-04T21:32:47Z,43079,930,40,G3z5NH0o_SI,Education,,2.158824485,4.301075269,440
Letter A Is Huge! | Fun ABC Song for Kids | English Tree TV,2024-04-01T09:00:24Z,9461289,6601,N/A,IknmQrwipe4,Education,,0.06976850617,#VALUE!,443
English 2 Bac: Writing: Write a Cause-Effect Essay | كتابة مقال بالإنجليزية عن الأسباب و النتائج,2024-03-30T12:01:45Z,221,1,0,q9LOh5WdnM4,Education,,0.4524886878,0,445
Healing is a Messy Masterpiece and Time is its Paint Brush. #shorts,2024-03-27T17:48:18Z,428,8,0,BjindfhL3jU,Education,,1.869158879,0,448
A Journey from Battlefields to Boardrooms,2024-03-25T13:42:24Z,36,1,0,QqnqO8wYGvs,Education,,2.777777778,0,450
Wish You a Very Happy Holi !  #shorts #happyholi #insuranceimpact,2024-03-25T02:25:52Z,268,23,5,vwd_kJGebNI,Education,,8.582089552,21.73913043,450
A Zombie is Coming! | Spooky Songs by Papa Joel's English,2024-03-24T11:00:32Z,13769230,10800,0,XA2sxmdoDlM,Education,,0.07843575857,0,451
Surah Al A'raf#short#islam#viral#quran#,2024-03-22T12:53:45Z,5,1,0,np2kr6YSDuE,Education,,20,0,453
PASO a PASO como CONECTAR apagadores de ESCALERA o TRES vías bien EXPLICADO,2024-03-20T15:00:01Z,14505,445,41,akzLyWADwfw,Education,,3.067907618,9.213483146,455
Unlock Your Potential With Bharani Nakshatra | भरणी नक्षत्र I #jyotish #vastu @ASTROPUNEETGURUJI,2024-03-18T12:00:20Z,172,12,3,HZDtY6AKjrE,Education,,6.976744186,25,457
English 2 Bac: Writing: Write a Formal and Informal Email كتابة إيميل رسمية و إيميل غير رسمية,2024-03-17T11:01:37Z,446,6,0,ua_Uiz9ruNo,Education,,1.34529148,0,458
A pocket camera for shorts and tiktok videos #djiosmopocket3 #vlog #pocketcamera #osmopocket3,2024-03-16T10:59:48Z,787,17,2,vzU80b5UBz8,Education,,2.160101652,11.76470588,459
English 2 Bac | Writing a Biography كتابة سيرة ذاتية لشخصية مشهورة | كيف تكتب سيرة ذاتية بالإنجليزية,2024-03-15T20:16:53Z,1838,25,0,Gb8bqRTuSAU,Education,,1.360174102,0,460
BLUE FLOPPA: A SÉRIE | O TRABALHO DE GEOGRAFIA (T1EP1),2024-03-13T19:24:39Z,52036,711,73,IZOWPd0UUfQ,Education,,1.36636175,10.26722925,462
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
360° VR Skittles MEME: Catnap,2024-05-15T12:00:23Z,1503127,4775,44,Obi_LhkzrAY,Entertainment,,0.317671095,0.9214659686,399
24 HORAS EN CASA RODANTE !!,2024-05-14T18:32:54Z,29230588,1066871,58407,aEtLVkJYmBo,Entertainment,,3.649844471,5.47460752,400
Malayalam actor Chemban makes Shriya Saran deliver a Malayalam Dialogue on the stage,2024-05-14T11:25:24Z,966,21,1,t_NnR4UwrEw,Entertainment,,2.173913043,4.761904762,400
A is for Apple 🍎! Learn ABC! #Hogi #shorts,2024-05-07T12:00:34Z,10217942,148154,0,ZyYoQcZLP_M,Entertainment,,1.449939724,0,407
Ruby and Bonnie Swap Lives for a day,2024-05-07T10:30:30Z,9209077,31532,0,wUXNh8ASLqo,Entertainment,,0.3424013069,0,407
A Thousand Years - Christina Perri,2024-05-07T02:12:27Z,157,8,0,G_b3agpzTqc,Entertainment,,5.095541401,0,407
a boy or a witch❔,2024-05-05T10:10:59Z,20,3,0,G3RMmqbutow,Entertainment,,15,0,409
A Verdadeira HISTÓRIA SOBRE A VIDA DE GERONIMO | O TEMIDO GUERREIRO APACHE,2024-05-03T21:14:00Z,96484,3802,125,fLlKNL3bw6Q,Entertainment,,3.940549728,3.287743293,411
MAKiNG RAiNBOW SLiME with Adley Navey and Niko at Sloomoo in NYC!!  Family Vacation in the Big City,2024-05-03T14:59:31Z,6173042,10523,1219,Ku1qkJ7TGrY,Entertainment,,0.170467008,11.58414901,411
Oliver Rides a Tractor and Finds Lost Numbers,2024-05-02T11:00:08Z,101797650,140708,N/A,BWISp5Thl7E,Entertainment,,0.1382232301,#VALUE!,412
MC got a new apex-tier pet🐶 #manhwa #manga #trending #viral,2024-04-29T06:50:00Z,9531,759,4,KZNh-UpbCSw,Entertainment,,7.963487567,0.5270092227,415
ADLEY helps ultrasound BABY BROTHER!! visiting Mom at her hospital job! Best Day Ever family cartoon,2024-04-26T15:05:21Z,37791945,40228,0,nsyEgOuj5IQ,Entertainment,,0.1064459636,0,418
iRL vs CARTOON MUSiC ViDEO!! Baby Adley Ride or Die Throwback! Fun Kid Sing Along,2024-04-25T21:02:40Z,5241246,34295,1081,Dx-2YAI964E,Entertainment,,0.6543291423,3.152062983,419
MI HIJA EMPUJA DEL BALCON A SU MEJOR AMIGA POR CELOS…*Acaba en hospital!*,2024-04-25T18:40:00Z,2098896,33639,3456,RN_visleqUc,Entertainment,,1.602699705,10.27378935,419
Sharks in the Water 2: Rise of the Shark King! 🦈 Floor is Lava Game | Danny Go! Songs for Kids,2024-04-22T12:01:00Z,126726902,56258,0,uqD_MftRRx4,Entertainment,,0.04439309974,0,422
Oh Sikili Brwi A New Kokborok Song 2024 Singer :- Samir Debbarma,2024-04-21T11:39:31Z,264,10,0,jODLO4_kKZE,Entertainment,,3.787878788,0,423
Recently realized I'm a manipulator and a liar....#shorts,2024-04-20T05:00:30Z,1,0,0,_g_Ae2Rj8BU,Entertainment,,0,#DIV/0!,424
Adley & Navey vs BOWSER DAD!!  Mini game battle for stars at Clair's Real Life Mario Party Birthday!,2024-04-19T14:59:36Z,7404405,12285,0,nyS-o1sXsiQ,Entertainment,,0.1659147494,0,425
